"id","treatment","location","plot_number","depth","mean","stdev","n","sem"
26012232,"16","bottom","001",59,1.31875,0.33310408783642,16,0.083276021959105
26012232,"16","bottom","001",60,1.28125,0.325,16,0.08125
26012232,"16","bottom","001",61,1.29375,0.323457879792717,16,0.0808644699481793
26012232,"16","bottom","001",62,1.3375,0.379253653025694,16,0.0948134132564235
26012232,"16","bottom","001",63,1.36875,0.4300678241084,16,0.1075169560271
26012232,"16","bottom","001",64,1.26875,0.300485717907968,16,0.0751214294769919
26012232,"16","bottom","001",65,1.28125,0.32704484911604,16,0.08176121227901
26012232,"16","bottom","001",66,1.26875,0.319830684373258,16,0.0799576710933145
26012232,"16","bottom","001",67,1.2875,0.351899606895679,16,0.0879749017239197
26012232,"16","bottom","001",68,1.29375,0.345386257205852,16,0.0863465643014629
26012232,"16","bottom","001",69,1.2875,0.334414911948216,16,0.0836037279870541
26012232,"16","bottom","001",70,1.275,0.333666500166459,16,0.0834166250416146
26012232,"16","bottom","001",71,1.26875,0.345868472110425,16,0.0864671180276063
26012232,"16","bottom","001",72,1.275,0.341565025531987,16,0.0853912563829966
26012232,"16","bottom","001",73,1.30625,0.397439722893086,16,0.0993599307232716
26012232,"16","bottom","001",74,1.35,0.453137212479105,16,0.113284303119776
26012232,"16","bottom","001",75,1.33125,0.468641654145254,16,0.117160413536314
26012232,"16","bottom","001",76,1.25625,0.424214961232314,16,0.106053740308078
26012232,"16","bottom","001",77,1.25625,0.419473876818728,16,0.104868469204682
26012232,"16","bottom","001",78,1.26875,0.411045415171284,16,0.102761353792821
26012232,"16","bottom","001",79,1.31875,0.402026118554504,16,0.100506529638626
26012232,"16","bottom","001",80,1.39375,0.44191816738698,16,0.110479541846745
26012232,"16","bottom","001",81,1.425,0.438938112570174,16,0.109734528142543
26012232,"16","bottom","001",82,1.4375,0.445533388198909,16,0.111383347049727
26012233,"4","middle","001",1,0,0,4,0
26012233,"4","middle","001",2,0.025,0.05,4,0.025
26012233,"4","middle","001",3,0.075,0.05,4,0.025
26012233,"4","middle","001",4,0.125,0.125830573921179,4,0.0629152869605896
26012233,"4","middle","001",5,0.175,0.0957427107756338,4,0.0478713553878169
26012233,"4","middle","001",6,0.175,0.0957427107756338,4,0.0478713553878169
26012233,"4","middle","001",7,0.2,0.115470053837925,4,0.0577350269189626
26012233,"4","middle","001",8,0.2,0.115470053837925,4,0.0577350269189626
26012233,"4","middle","001",9,0.25,0.0577350269189626,4,0.0288675134594813
26012233,"4","middle","001",10,0.275,0.05,4,0.025
26012233,"4","middle","001",11,0.275,0.05,4,0.025
26012233,"4","middle","001",12,0.3,0.0816496580927726,4,0.0408248290463863
26012233,"4","middle","001",13,0.325,0.05,4,0.025
26012233,"4","middle","001",14,0.325,0.05,4,0.025
26012233,"4","middle","001",15,0.325,0.05,4,0.025
26012233,"4","middle","001",16,0.4,0.14142135623731,4,0.0707106781186548
26012233,"4","middle","001",17,0.475,0.0957427107756338,4,0.0478713553878169
26012233,"4","middle","001",18,0.5,0.115470053837925,4,0.0577350269189626
26012233,"4","middle","001",19,0.5,0.182574185835055,4,0.0912870929175277
26012233,"4","middle","001",20,0.475,0.15,4,0.075
26012233,"4","middle","001",21,0.475,0.15,4,0.075
26012233,"4","middle","001",22,0.475,0.15,4,0.075
26012233,"4","middle","001",23,0.475,0.15,4,0.075
26012233,"4","middle","001",24,0.475,0.15,4,0.075
26012233,"4","middle","001",25,0.5,0.115470053837925,4,0.0577350269189626
26012233,"4","middle","001",26,0.55,0.1,4,0.05
26012233,"4","middle","001",27,0.55,0.1,4,0.05
26012233,"4","middle","001",28,0.825,0.35939764421413,4,0.179698822107065
26012233,"4","middle","001",29,0.875,0.386221007541882,4,0.193110503770941
26012233,"4","middle","001",30,0.925,0.464578662158878,4,0.232289331079439
26012233,"4","middle","001",31,0.95,0.506622805119022,4,0.253311402559511
26012233,"4","middle","001",32,1,0.559761854124889,4,0.279880927062444
26012233,"4","middle","001",33,1.075,0.561990510002912,4,0.280995255001456
26012233,"4","middle","001",34,1.225,0.543905629069357,4,0.271952814534679
26012233,"4","middle","001",35,1.275,0.57373048260195,4,0.286865241300975
26012233,"4","middle","001",36,1.45,0.3,4,0.15
26012233,"4","middle","001",37,1.475,0.275378527364305,4,0.137689263682153
26012233,"4","middle","001",38,1.55,0.288675134594813,4,0.144337567297406
26012233,"4","middle","001",39,1.55,0.288675134594813,4,0.144337567297406
26012233,"4","middle","001",40,1.525,0.25,4,0.125
26012233,"4","middle","001",41,1.45,0.3,4,0.15
26012233,"4","middle","001",42,1.65,0.574456264653803,4,0.287228132326901
26012233,"4","middle","001",43,2.175,1.0719919153924,4,0.5359959576962
26012233,"4","middle","001",44,2.225,1.01447851956888,4,0.50723925978444
26012233,"4","middle","001",45,2.25,0.988264472024906,4,0.494132236012453
26012233,"4","middle","001",46,2.325,0.925112605758528,4,0.462556302879264
26012233,"4","middle","001",47,2.075,0.43493294502333,4,0.217466472511665
26012233,"4","middle","001",48,2.1,0.424264068711929,4,0.212132034355964
26012233,"4","middle","001",49,1.85,0.173205080756888,4,0.0866025403784439
26012233,"4","middle","001",50,2,0.0816496580927727,4,0.0408248290463863
26012233,"4","middle","001",51,2.075,0.0957427107756339,4,0.047871355387817
26012233,"4","middle","001",52,2.25,0.58022983951764,4,0.29011491975882
26012233,"4","middle","001",53,2.275,0.567890834580027,4,0.283945417290014
26012233,"4","middle","001",54,1.8,0.496655480858378,4,0.248327740429189
26012233,"4","middle","001",55,2.025,0.221735578260834,4,0.110867789130417
26012233,"4","middle","001",56,2.025,0.221735578260834,4,0.110867789130417
26012233,"4","middle","001",57,2.05,0.238047614284762,4,0.119023807142381
26012233,"4","middle","001",58,2.05,0.238047614284762,4,0.119023807142381
26012233,"4","middle","001",59,2.05,0.238047614284762,4,0.119023807142381
26012233,"4","middle","001",60,2.1,0.258198889747161,4,0.129099444873581
26012233,"4","middle","001",61,2.075,0.298607881119482,4,0.149303940559741
26012233,"4","middle","001",62,2.05,0.412310562561766,4,0.206155281280883
26012233,"4","middle","001",63,1.975,0.287228132326901,4,0.143614066163451
26012233,"4","middle","001",64,1.875,0.340342964277702,4,0.170171482138851
26012233,"4","middle","001",65,1.875,0.309569593683445,4,0.154784796841723
26012233,"4","middle","001",66,1.85,0.31091263510296,4,0.15545631755148
26012233,"4","middle","001",67,1.65,0.208166599946613,4,0.104083299973307
26012233,"4","middle","001",68,1.625,0.221735578260835,4,0.110867789130417
26012233,"4","middle","001",69,1.575,0.15,4,0.075
26012233,"4","middle","001",70,1.575,0.15,4,0.075
26012233,"4","middle","001",71,1.55,0.191485421551268,4,0.0957427107756338
26012233,"4","middle","001",72,1.5,0.182574185835055,4,0.0912870929175277
26012233,"4","middle","001",73,1.4,0.14142135623731,4,0.0707106781186548
26012233,"4","middle","001",74,1.425,0.189296944860009,4,0.0946484724300045
26012233,"4","middle","001",75,1.425,0.221735578260835,4,0.110867789130417
26012233,"4","middle","001",76,1.4,0.182574185835055,4,0.0912870929175277
26012233,"4","middle","001",77,1.6,0.496655480858378,4,0.248327740429189
26012233,"4","middle","001",78,1.75,0.58022983951764,4,0.29011491975882
26012233,"4","middle","001",79,1.775,0.69462219947249,4,0.347311099736245
26012233,"4","middle","001",80,1.8,0.673300329224138,4,0.336650164612069
26012233,"4","middle","001",81,1.825,0.655108133567785,4,0.327554066783892
26012233,"4","middle","001",82,1.8,0.673300329224138,4,0.336650164612069
26012234,"8","middle","001",1,0,0,8,0
26012234,"8","middle","001",2,0.0875,0.0640869944461656,8,0.0226581741793741
26012234,"8","middle","001",3,0.0875,0.0640869944461656,8,0.0226581741793741
26012234,"8","middle","001",4,0.125,0.103509833901353,8,0.03659625273557
26012234,"8","middle","001",5,0.15,0.14142135623731,8,0.05
26012234,"8","middle","001",6,0.175,0.128173988892331,8,0.0453163483587483
26012234,"8","middle","001",7,0.2125,0.124642345475822,8,0.0440677238544752
26012234,"8","middle","001",8,0.25,0.10690449676497,8,0.0377964473009227
26012234,"8","middle","001",9,0.25,0.10690449676497,8,0.0377964473009227
26012234,"8","middle","001",10,0.3,0.192724822331886,8,0.0681385143869247
26012234,"8","middle","001",11,0.3375,0.159798980865693,8,0.0564974714984156
26012234,"8","middle","001",12,0.35,0.160356745147455,8,0.0566946709513841
26012234,"8","middle","001",13,0.3875,0.15526475085203,8,0.054894379103355
26012234,"8","middle","001",14,0.4,0.169030850945703,8,0.0597614304667197
26012234,"8","middle","001",15,0.4,0.169030850945703,8,0.0597614304667197
26012234,"8","middle","001",16,0.45,0.160356745147455,8,0.0566946709513841
26012234,"8","middle","001",17,0.45,0.160356745147455,8,0.0566946709513841
26012234,"8","middle","001",18,0.45,0.160356745147455,8,0.0566946709513841
26012234,"8","middle","001",19,0.4875,0.188509188862809,8,0.066648062880434
26012234,"8","middle","001",20,0.5625,0.255999441963678,8,0.0905094706962442
26012234,"8","middle","001",21,0.6375,0.250356888118884,8,0.0885145266528124
26012234,"8","middle","001",22,0.7375,0.424053568044685,8,0.149925576775374
26012234,"8","middle","001",23,0.75,0.414039335605413,8,0.14638501094228
26012234,"8","middle","001",24,0.75,0.414039335605413,8,0.14638501094228
26012234,"8","middle","001",25,0.7375,0.424053568044685,8,0.149925576775374
26012234,"8","middle","001",26,0.7875,0.415546112277051,8,0.146917736943405
26012234,"8","middle","001",27,0.7875,0.415546112277051,8,0.146917736943405
26012234,"8","middle","001",28,0.875,0.497852531235046,8,0.176017450433594
26012234,"8","middle","001",29,0.875,0.497852531235046,8,0.176017450433594
26012234,"8","middle","001",30,1.0375,0.632314343164401,8,0.223556879946533
26012234,"8","middle","001",31,1.125,0.61120489900804,8,0.216093564391512
26012234,"8","middle","001",32,1.2375,0.623211727379112,8,0.220338619272376
26012234,"8","middle","001",33,1.25,0.639195923462774,8,0.225989885993662
26012234,"8","middle","001",34,1.2625,0.620915223106757,8,0.219526682400373
26012234,"8","middle","001",35,1.25,0.616441400296898,8,0.217944947177034
26012234,"8","middle","001",36,1.25,0.616441400296898,8,0.217944947177034
26012234,"8","middle","001",37,1.375,0.483292280686779,8,0.170869624484367
26012234,"8","middle","001",38,1.3875,0.458062690656452,8,0.161949617385867
26012234,"8","middle","001",39,1.4125,0.458062690656452,8,0.161949617385867
26012234,"8","middle","001",40,1.4625,0.385217934606967,8,0.136195106897631
26012234,"8","middle","001",41,1.5,0.354562104171167,8,0.125356634105602
26012234,"8","middle","001",42,1.55,0.316227766016838,8,0.111803398874989
26012234,"8","middle","001",43,1.625,0.237546987833084,8,0.083985542973606
26012234,"8","middle","001",44,1.675,0.225198325291921,8,0.0796196314628855
26012234,"8","middle","001",45,1.725,0.249284690951645,8,0.0881354477089505
26012234,"8","middle","001",46,1.8875,0.467325215607779,8,0.165224414487863
26012234,"8","middle","001",47,1.9625,0.480884601541784,8,0.170018381359193
26012234,"8","middle","001",48,1.9625,0.480884601541784,8,0.170018381359193
26012234,"8","middle","001",49,1.9375,0.501248441394086,8,0.177218085984473
26012234,"8","middle","001",50,1.9625,0.492624168538828,8,0.174168945075095
26012234,"8","middle","001",51,1.975,0.480327269384412,8,0.169821334685268
26012234,"8","middle","001",52,2.0375,0.4405759217855,8,0.15576711096102
26012234,"8","middle","001",53,2.05,0.440778532015472,8,0.155838744494796
